time,mutation,DESeq
p25,8.411764705882353,-1.0572603308764705
p35,0.0,0.8027414519941175
p45,0.048432677894117655,0.6701604680352938
p55,0.0,0.9519544253352942
p65,0.08768760411764705,0.6819167811470588
