time,mutation,DESeq
p25,0.0,0.7844399016431223
p35,0.7253157836245347,0.5737894779144984
p45,0.0,0.7224658611412642
p55,5.470592795977695,0.28620649754275085
p65,0.0,0.7441065221821569
