sig2,gene,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,Correlation,P-value
,ENSG00000230782.1,6,0,0,0,0,3.239266443,4.379800481,4.434417686,4.970068704,4.859993071,-0.926803619,0.023509404
,ENSG00000228395.1,1,0,0,0,0,-5.153557217,-1.946776464,-2.121937867,-0.90078915,-1.189866069,-0.953853272,0.011817238
,ENSG00000203987.2,1,0,0,0,0,3.107438159,4.999708506,4.326647037,4.588128073,5.154108913,-0.914745888,0.029496717
,ENSG00000175395.15,9,0,0,0,0,-4.99807724,-4.66606026,-4.746086688,-4.631192507,-4.636537331,-0.954379354,0.011616668
,ENSG00000122870.11,11,0,0,0,0,-6.111488047,-5.65103923,-5.491965325,-5.616652379,-5.727803204,-0.932066558,0.021036991
,ENSG00000183230.16,36,0,0,0,0.087295473,3.667311685,5.167569497,4.855001554,4.999641175,4.998766505,-0.983331718,0.002576803
,ENSG00000237149.5,4,0,0,0,0,-8.574681048,-5.346471905,-5.907622804,-4.151962058,-4.265061415,-0.911578976,0.031140215
,ENSG00000122367.19,16,0,0,0,0,0.60362453,1.244237603,1.358658121,1.345509382,1.233781869,-0.983539961,0.002528745
,ENSG00000138172.10,3,0,0,0,0,-6.399468578,-5.300950219,-5.745642972,-5.32770913,-5.567155752,-0.913095919,0.030349415
,ENSG00000233547.1,4,0,0,0,0,-0.958135612,0.826815244,0.485953154,0.421017313,0.679609852,-0.974651658,0.004826141
,ENSG00000184363.9,8,0,0.116397447,0,0,2.517907324,2.92524424,2.909767515,2.930500036,2.966283331,-0.994752685,0.000455929
,ENSG00000133800.8,10,0,0,0,0,-3.93547598,1.598057473,0.73483335,1.766657932,0.736692962,-0.979173489,0.003596642
,ENSG00000134817.10,8,0,0,0,0,1.258580156,3.76475691,3.083253816,3.025148851,3.326360341,-0.952701193,0.012260373
,ENSG00000124915.10,1,0,0.118451467,0,0.258558383,0,3.471506456,3.502321851,4.769069088,2.333731593,-0.95094335,0.012946694
,ENSG00000237410.1,18,0,0,0,0,-0.857952751,2.673653171,1.957406698,2.489102534,1.530595048,-0.948784683,0.013806032
,ENSG00000230911.1,6,0,0,0,0,3.950371528,6.073110459,5.171381862,6.043544315,6.003526105,-0.911872072,0.030986913
,ENSG00000166105.15,0,0,0.091963997,0,0,9.728878252,9.69718531,9.104556746,9.634628387,9.664865092,-0.990803567,0.001057214
,ENSG00000111321.10,0,0,0.815086309,0,0,-5.696743354,-5.51113546,-5.965286842,-5.5963756,-5.544566287,-0.92364897,0.025033344
,ENSG00000089818.17,4,0,0,0,0.179211524,-0.739106876,-0.464491799,-0.530003775,-0.514129811,-0.539087302,-0.96765753,0.00694825
,ENSG00000284697.1,4,0,0,0,0.179211524,-1.061868302,1.61552739,2.19780532,1.559759494,1.438308522,-0.977409779,0.004061977
,ENSG00000213782.7,11,0,0,0,0,0.131460957,1.243980051,0.802749984,1.266338126,1.175135805,-0.920995322,0.026338942
,ENSG00000172640.3,4,0,0,0,0,0,2.521746634,3.908734032,2.522492193,3.413980336,-0.918349523,0.027661782
,ENSG00000125084.11,20,0,0.050876465,0,0,0,3.671193118,2.761574492,4.288231535,2.584067684,-0.907238872,0.033438432
,ENSG00000258334.1,22,0,0,0,0.088973676,0.82683934,2.192091566,2.482253193,2.42093213,1.814006621,-0.923912694,0.024904765
,ENSG00000123338.12,3,0,0,0,0,-2.682944746,1.965826363,2.576654618,3.390520309,1.141062326,-0.937199732,0.018712947
,ENSG00000135426.15,2,0,0,0,0,0,3.941026592,2.685459709,4.421026273,3.82668587,-0.933877691,0.020206955
,ENSG00000139540.11,6,0,0,0,0,-3.376662759,0.847391673,1.87491108,1.696566503,0.711303266,-0.971391581,0.005783652
,ENSG00000166148.3,2,0,0,0,0,4.348200572,6.70595307,6.02091224,5.965359466,6.09420976,-0.940883098,0.017100638
,ENSG00000175782.9,17,0,0.538442702,0,1.176984652,-0.210736815,0.178404987,0.112626866,0.142676932,0.012095182,-0.941788174,0.016711744
,ENSG00000139292.12,4,0,0,0,0,-3.797890565,-0.591053601,-1.571720901,-0.047293277,-1.158989472,-0.916716295,0.028488708
,ENSG00000166006.12,27,0,0,0,0,0,4.80373703,3.824744234,3.75685428,4.965585614,-0.962022105,0.008833658
,ENSG00000258136.1,43,0,0.07243797,0,0.60571897,-1.359924464,0.839550329,0.907491072,0.729132337,-0.007802214,-0.928625671,0.022643411
,ENSG00000255650.5,10,0,0.084531556,0,0,0,1.478373555,1.479199114,1.404562926,1.296595912,-0.992605286,0.000762489
,ENSG00000139436.20,13,0,0,0,0,-2.461390099,-1.987325786,-2.101416599,-2.063385105,-2.107944275,-0.965273184,0.007727803
,ENSG00000284934.1,2,0,0,0,0,-1.432086459,0.196224245,0.244015018,0.178594638,0.071486094,-0.996158548,0.000285645
,ENSG00000183495.13,7,0,0,0,0,-0.279610123,-0.074280485,-0.022970648,-0.057389102,-0.082599435,-0.974116004,0.004979519
,ENSG00000273167.1,1,0,0,0,0.377277375,-2.198234385,-2.001877257,-1.970634528,-2.027840899,-2.138456872,-0.9332988,0.020471081
,ENSG00000180660.7,27,0,0,0,0,-12.56975405,-8.933518451,-8.899851496,-7.78667421,-9.482235909,-0.939980138,0.01749151
,ENSG00000198542.13,10,0,0,0,0,-9.697653692,-8.567690559,-8.341706895,-8.229224618,-8.847586556,-0.915218686,0.02925382
,ENSG00000183087.14,0,0,0.588671863,0,0,-4.062987742,-4.384409325,-4.889643448,-4.16201095,-3.950850689,-0.902858468,0.035810446
,ENSG00000258451.1,1,0,0,0,0,0.385842867,3.623351426,3.067133444,3.580987128,4.212828569,-0.962848729,0.008547897
,ENSG00000129535.12,23,0,0,0,0,-1.20789633,0.619176496,0.917354816,0.886583847,0.622116963,-0.987409053,0.001692776
,ENSG00000151320.10,27,0,0,0,0,-4.279389319,-3.153182677,-2.735185224,-2.76292834,-3.371235257,-0.904805864,0.034749504
,ENSG00000283098.1,19,0,0,0,0.214890401,0,5.096348189,4.092798206,4.032678346,3.916787722,-0.97199511,0.005602113
,ENSG00000139874.5,17,0,0,0,0,-5.546934621,-4.01526499,-4.151854258,-3.363463025,-3.957202801,-0.9274802,0.02318661
,ENSG00000179008.8,13,0,0,0,0,-2.000675179,-0.530395079,-0.621390926,0.028863691,-0.082343746,-0.938645057,0.018074671
,ENSG00000258520.1,4,0,0,0,0,-1.749170185,0.464851464,0.666985349,0.759212872,-0.348517109,-0.909262791,0.032360182
,ENSG00000259138.1,4,0,0,0,0,-2.145190957,1.090961284,1.106384779,2.056010535,1.354968662,-0.97082722,0.005955126
,ENSG00000054983.16,0,0,0,0,0.498667527,-1.395344097,-1.425237964,-1.314875206,-1.382991173,-1.594422243,-0.921772596,0.025954309
,ENSG00000197406.7,14,0,0,0,0,-1.060675264,-0.136862554,0.141146884,0.081741324,-0.026104359,-0.97648406,0.004313596
,ENSG00000259088.1,1,0,0,0,0,-1.469751675,-0.271759513,-0.247076914,-0.087762542,-0.001882674,-0.982457396,0.002781819
,ENSG00000259326.1,3,0,0,0,0,1.545946514,2.314607548,2.499060428,2.822790491,2.818220957,-0.910486061,0.031713996
,ENSG00000259211.1,8,0,0,0,0,0.215113233,1.956928752,2.73079299,2.475116596,2.248508749,-0.958259148,0.010172737
,ENSG00000051180.16,4,0,0,0,0,-0.311971329,1.458184294,1.121357576,1.349796633,0.95820972,-0.961953549,0.008857496
,ENSG00000092529.23,15,0,0,0,0.258558383,-4.853366519,-3.100410879,-2.636312304,-2.109120524,-2.21519541,-0.933875295,0.020208045
,ENSG00000260269.5,2,0,0,0,0,1.033922172,2.261347032,2.965954542,3.081192441,2.388242326,-0.900320809,0.037208162
,ENSG00000258725.1,5,0,0,0,0,-1.034737471,0.846786984,1.505065078,1.030652784,1.016358463,-0.96861735,0.00664222
,ENSG00000217930.7,6,0,0,0,0,1.214142981,1.950157972,2.084064001,2.15380614,1.741169166,-0.909236831,0.03237394
,ENSG00000262712.1,1,0,0,0,0,-1.491991361,0.722505787,0.13602152,1.073880172,0.26323274,-0.925528853,0.024121492
,ENSG00000103423.13,0,0,0.194970297,0,0,0.060886282,0.081866784,-0.120774127,0.006906942,0.02779177,-0.930934991,0.02156105
,ENSG00000263307.1,11,0,0,0,0.350979778,-1.770301225,2.426426674,3.709061827,3.015136096,1.732165666,-0.947812678,0.014198817
,ENSG00000261669.1,20,0,0,0,0.101647926,1.925141742,3.505063848,3.159653125,3.100318948,2.785278631,-0.906288778,0.033948488
,ENSG00000260083.1,8,0,0,0,0,-1.263992422,0.029989451,0.054173473,0.002867206,-0.109061731,-0.993894132,0.000572212
,ENSG00000103066.12,1,0,0,0,0,-2.92723663,-2.630392355,-2.575928358,-2.440699489,-2.61598894,-0.90733125,0.033388972
,ENSG00000166509.10,3,0,0,0,0,0,4.671316706,3.900680063,5.010116268,3.315749312,-0.943899394,0.015815992
,ENSG00000083454.21,0,0,0,0,0.385959106,4.377247074,4.304798704,4.562693701,4.229406166,3.784244086,-0.903857693,0.035264794
,ENSG00000189051.5,7,0,0,0,0,-4.341348359,-0.387363848,-0.356050896,0.449027831,-0.514737547,-0.979498504,0.003512951
,ENSG00000265845.2,2,0,0,0,0,-1.571066349,2.083212957,2.423247178,2.624390008,2.93140433,-0.986067496,0.001970008
,ENSG00000265222.1,0,0,0.519746676,0,0,0.887766536,0.57148295,-0.739705594,1.198781792,1.262670699,-0.941508092,0.016831779
,ENSG00000273706.4,11,0,0,0,0,5.653741766,6.444673992,6.563840281,6.415702628,6.205895922,-0.933977861,0.020161364
,ENSG00000276707.1,1,0,0,0,0,0,3.991855551,4.002694019,2.371545502,3.257148087,-0.915522298,0.029098181
,ENSG00000267747.1,1,0,0,0,0,-0.248008835,2.258163732,1.993859862,2.737543676,2.407267124,-0.974275248,0.004933756
,ENSG00000073861.2,5,0,0,0,0,0,4.552466403,3.262197468,4.196746178,3.670447325,-0.962689153,0.008602821
,ENSG00000173714.7,12,0,0,0,0.087295473,-0.252322221,2.264426025,2.77333101,3.077454554,3.260164884,-0.963664902,0.008268793
,ENSG00000167419.10,3,0,0,0,0,2.841161115,4.173334253,4.328155067,4.20903773,4.329941652,-0.993957125,0.000563385
,ENSG00000265148.5,3,0,0,0,0,-4.932194352,-2.910868093,-2.690416137,-2.93949288,-2.15735757,-0.954952137,0.011399573
,ENSG00000178607.15,6,0,0,0,0.193315489,-2.267195482,-1.349719022,-1.313690175,-1.083945419,-1.595286745,-0.926867513,0.023478859
,ENSG00000225180.7,2,0,0,0,0,2.435636723,4.63810443,5.461919854,6.055944544,5.948693636,-0.926940642,0.023443914
,ENSG00000185332.6,0,0,0.519746676,0,0.80613522,3.325508696,4.440680101,0,4.458038715,0,-0.943516,0.015977463
,ENSG00000266613.1,2,0,0,0,0,0.450743062,2.980930051,3.073698587,3.129333714,2.015877696,-0.917388958,0.028147181
,ENSG00000174448.8,4,0,0,0,0,-4.385318046,-0.401897269,-0.72039997,-1.180325943,-0.560477611,-0.984650969,0.002277471
,ENSG00000041353.9,4,0,0.113920481,0,0,-4.661700569,-3.328875454,-3.083763759,-2.422790134,-3.151491616,-0.909505968,0.032231393
,ENSG00000266933.2,3,0,0,0,0,-1.658714995,1.572189628,0.895962145,1.32277588,1.216376281,-0.983060778,0.002639778
,ENSG00000077009.13,0,0,0.124283887,0,0,10.67225863,10.84576779,10.17596025,10.668155,10.59042445,-0.927488864,0.023182486
,ENSG00000267169.1,52,0,0,0,0.74458968,1.81020888,2.619194778,2.583078063,2.533530437,2.310967126,-0.938898272,0.01796359
,ENSG00000268189.2,2,0,0,0,0,1.860183847,2.431444128,2.413924567,2.748790226,2.467568245,-0.906939704,0.033598773
,ENSG00000105327.17,1,0,0,0,0,0.381880423,0.73844253,0.777788167,0.77372785,0.640334414,-0.942885729,0.016244067
,ENSG00000244588.5,8,0,0,0,0,-2.687186934,0.323462968,0.12024257,0.280708499,-0.052536966,-0.993336478,0.000652311
,ENSG00000101327.8,2,0,0,0,0,4.899840085,7.123568007,6.604340853,6.711647953,7.252948982,-0.957750947,0.010358282
,ENSG00000235958.5,13,0,0,0,0,-2.577185755,0.087208005,-0.0080116,0.194449325,-0.914357597,-0.925821942,0.023980313
,ENSG00000132669.12,29,0,0.03788676,0,0,-6.824884912,-4.249053586,-4.468345729,-4.566754585,-5.029271842,-0.962062277,0.008819699
,ENSG00000214185.3,1,0,0,0,0,-1.62333082,-0.422765392,-0.367024206,-0.532468139,-0.720636036,-0.965098433,0.007786001
,ENSG00000259723.1,8,0,0,0,0,-1.529097945,2.673243059,2.136837888,2.083987767,1.556884562,-0.971807734,0.005658271
,ENSG00000159231.5,0,0,0.511894964,0,0,-2.521169479,-2.005597532,-3.980773819,-2.687306532,-2.321257649,-0.942211282,0.016530943
,ENSG00000225450.1,2,0,0,0,0,-0.073286162,0,0,0,0,-1,0
,ENSG00000101958.13,9,0,0,0,0,-3.385365728,-0.169705487,-0.132727189,1.225677648,0.439405703,-0.947015486,0.014523632
,ENSG00000124429.17,6,0,0,0,0,4.531084037,5.519486394,5.537799701,5.739805734,5.215345377,-0.918389704,0.027641537
,ENSG00000101890.4,27,0,0,0,0,-2.244450295,1.133594981,1.151042994,1.393353686,-0.176677711,-0.914806426,0.02946558
,ENSG00000176076.7,6,0,0,0,0,2.109112876,2.48154049,2.59987489,2.545099147,2.432503243,-0.944148172,0.015711502
,ENSG00000232725.1,2,0,0,0,0,-6.278370347,-2.652058422,-3.608109663,-2.078035565,-2.452960024,-0.943105149,0.01615109
,ENSG00000198910.13,1,0,0,0,0.81549787,-4.146922368,-3.573953435,-3.78563718,-3.603545477,-4.107789421,-0.951659882,0.012665462
