time,mutation,DESeq
p25,1.0625,-0.12574815527083336
p35,0.3541666666666667,0.03625212047916654
p45,0.7611485329791666,-0.024729175333333353
p55,0.17479730438541666,0.07081392653125
p65,1.7083333333333333,-0.22936678232291677
