sig1,gene,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,Correlation,P-value
,ENSG00000115942.8,0,0,0,3.115237149,0,1.382929282,1.426601074,1.485319043,1.186519116,1.445686979,-0.949254684,0.013617399
,ENSG00000135932.10,0,0,0,0.554030727,0,-0.707576481,-0.601880096,-0.666523866,-0.991648799,-0.774359604,-0.908147753,0.032952823
,ENSG00000204099.11,0,0.578002298,0,0,0,4.268576808,3.119892339,3.910302118,4.040116794,4.142541518,-0.956885457,0.010676792
,ENSG00000144554.10,0,0,0,0.344407415,0,1.692322814,1.666590901,1.77735261,1.460036673,1.698146634,-0.937035348,0.018785996
,ENSG00000077097.15,0,3.665032727,0,5.100148486,0,0.308878329,0.162784106,0.409423987,0.103708938,0.333733124,-0.955583404,0.01116187
,ENSG00000179796.11,0,0,0,2.619005912,0,7.866926015,7.389371892,7.768083115,6.817968885,7.693993701,-0.907427509,0.033337458
,ENSG00000223797.5,0,0,0,4.681331422,0,0.233254335,0.148182556,0.063275373,-0.369876405,0.33051561,-0.930538406,0.021745704
,ENSG00000173473.10,0,0.655246834,0,5.839594331,0,1.727100491,1.729205075,1.789376624,1.257616719,1.730165642,-0.990974414,0.001027917
,ENSG00000172053.17,0,0,0,2.644569932,0,-0.036031928,-0.006804321,-0.056947525,-0.183417986,-0.017670888,-0.963847951,0.008206614
,ENSG00000154174.7,0,0,0,2.807471983,0,-0.107640443,0.016599006,-0.074839847,-0.289616458,-0.020722728,-0.914955956,0.029388716
,ENSG00000114638.7,0,0.476105742,0,0,0,2.635452152,1.855523376,2.531993991,2.469493088,2.484719221,-0.977670274,0.003992077
,ENSG00000144840.8,0,0,0,2.679477921,0,-1.019370691,-0.913056299,-0.867519457,-1.56526905,-0.99992762,-0.975395447,0.004615808
,ENSG00000163781.13,0,0.301394722,0,3.717498944,0,-0.017639527,-0.003734626,-0.065814273,-0.347322979,0.07056078,-0.949630275,0.013467267
,ENSG00000114054.13,0,0,0,0.927640172,0,0.515919346,0.49221917,0.644161082,0.082645272,0.609521061,-0.959787488,0.009621407
,ENSG00000158092.6,0,4.082970315,0,12.38107763,0,-0.718974036,-0.896664212,-0.765899265,-1.017115439,-0.690727986,-0.949239006,0.013623677
,ENSG00000174953.13,0,0,0,1.284613986,0,0.827734794,0.676066018,0.800028394,0.479202111,0.823258359,-0.909293048,0.032344149
,ENSG00000114805.17,0,2.221290692,0,2.706885113,0,6.272334798,5.214888292,5.906409755,4.999599945,5.936726003,-0.963125651,0.008452858
,ENSG00000163655.15,0,0,0,8.692419667,0,0.4880119,0.332420791,0.348958711,-0.164961845,0.485956523,-0.962083579,0.008812301
,ENSG00000136518.16,0,0,0,1.820284747,0,0.090983359,0.070342089,-0.064742977,-0.376246598,-0.050701498,-0.92774379,0.023061243
,ENSG00000132405.18,0,1.718769094,0,5.973525392,0,0.036293427,-0.233245565,-0.077328285,-0.584934174,0.061442946,-0.973201964,0.005244871
,ENSG00000169299.13,0,0,0,0.888547618,0,-0.484173886,-0.593465981,-0.61895712,-0.96593832,-0.621806286,-0.950974376,0.012934475
,ENSG00000065882.15,0,2.042864914,0,11.66032392,0,0.709726334,0.620714573,0.535933335,0.141626483,0.667366027,-0.950434825,0.013147505
,ENSG00000138757.14,0,0.940846748,0,12.12248762,0,1.39608873,1.153532891,1.285975324,0.610759285,1.462077863,-0.95832133,0.01015011
,ENSG00000138758.11,0,0,0,4.140010866,0,-2.619583565,-2.775205608,-2.767134581,-3.057919552,-2.682984628,-0.924219164,0.024755614
,ENSG00000138663.8,0,0.760645891,0,3.726835184,0,-1.174873761,-1.096446437,-1.194470383,-1.529137945,-1.137123498,-0.918940154,0.027364673
,ENSG00000164024.11,0,0,0,4.283541027,0,0.347259114,0.248071677,0.371104505,0.049717329,0.290501229,-0.926271317,0.023764374
,ENSG00000138795.9,0,0,0,4.61088442,0,-1.453605833,-1.490101738,-1.321294397,-1.809882262,-1.493413599,-0.920946714,0.026363056
,ENSG00000145386.9,0,0,0,1.611860856,0,0.503406687,0.506283614,0.260494088,-0.051663653,0.438691056,-0.906121359,0.034038621
,ENSG00000142731.10,0,0,0,2.047915754,0,0.654226294,0.634038663,0.664561716,0.422500185,0.606669129,-0.975138363,0.004688158
,ENSG00000164134.12,0,0.760645891,0,17.78204274,0,0.835792268,0.778560707,0.946184346,0.506350887,0.865129866,-0.943241444,0.016093423
,ENSG00000164144.15,0,0,0,3.545933868,0,-0.556339651,-0.526505177,-0.50776434,-0.789807258,-0.586602747,-0.96476818,0.007896378
,ENSG00000169862.18,0,3.235194146,0,15.57115872,0,4.78493067,3.949714723,4.597740958,3.511314906,4.672093199,-0.908595661,0.032714347
,ENSG00000039123.15,0,0,0,8.046662908,0,0.302414733,0.177038926,0.265669558,-0.14786087,0.208968258,-0.962555893,0.008648777
,ENSG00000068796.16,0,1.284602368,0,12.48672235,0,0.371259891,0.184787466,0.169144948,-0.283512429,0.394045941,-0.940924588,0.017082747
,ENSG00000113318.9,0,0,0,5.124987293,0,-0.129041744,-0.034511894,-0.172053601,-0.450761592,-0.117911727,-0.949572084,0.013490491
,ENSG00000145723.16,0,0,0,2.760237465,0,-0.098593278,-0.237711271,-0.379675505,-0.748272114,-0.191459218,-0.916961525,0.028364046
,ENSG00000145794.16,0,0.757150748,0,1.498107195,0,7.560867851,7.080539863,7.610012769,6.798374811,7.3321693,-0.94760294,0.014284042
,ENSG00000177733.6,0,0,0,1.821572874,0,0.745611804,0.871405815,0.764238568,0.518092412,0.769407289,-0.925998804,0.02389525
,ENSG00000120738.7,0,1.783758384,0,5.949880717,0,-2.301794218,-2.330600177,-2.890286214,-4.795889531,-2.460294347,-0.903016295,0.035724083
,ENSG00000044115.20,0,10.8284089,0,35.20138615,0,-0.5574036,-0.612707944,-0.62678895,-0.846329661,-0.533774994,-0.948011809,0.014118056
,ENSG00000145819.16,0,0,0,8.862529487,0,-0.003254089,0.000100883,-0.018819115,-0.165241328,-0.028185118,-0.986084306,0.001966448
,ENSG00000113657.12,0,0,0,4.493130855,0,0.471972402,0.570812039,0.630173446,0.003126621,0.414849323,-0.940578919,0.01723199
,ENSG00000164304.15,0,0.476105742,0,0,0,0.389556337,-2.564651611,0.280066259,1.222689623,-0.112797528,-0.940476243,0.017276401
,ENSG00000137177.19,0,0,0,3.36936289,0,-0.900993428,-1.103541605,-1.050919535,-1.510343492,-0.898810324,-0.932203005,0.020974082
,ENSG00000145996.11,0,0,0,3.031740876,0,0.292000682,0.302773194,0.339677643,-0.121852971,0.232891268,-0.979183844,0.003593966
,ENSG00000079691.17,0,0,0,1.525804729,0,0.911895444,0.759660162,0.909630898,0.437597239,0.747399663,-0.913198041,0.030296412
,ENSG00000204304.11,0,0,0,2.528559199,0,0.252596719,0.081381251,0.325128375,-0.274228088,0.226363471,-0.928631562,0.022640628
,ENSG00000064999.13,0,1.639162256,0,7.699949922,0,0.330213223,0.292485938,0.432481904,0.111322379,0.356818231,-0.944959722,0.015372213
,ENSG00000124496.12,0,1.073784144,0,17.00077561,0,-0.88484918,-1.13150977,-0.91505369,-1.401393277,-0.991999873,-0.915781585,0.028965477
,ENSG00000124571.17,0,2.102859902,0,7.853237897,0,1.446112111,1.298767049,1.329601293,1.06914812,1.438491537,-0.952238529,0.012439827
,ENSG00000198087.7,0,2.196507558,0,7.52215776,0,2.309772783,2.024159441,2.13940582,1.86085902,2.227256439,-0.908242994,0.032902068
,ENSG00000118482.11,0,3.314268445,0,6.680727192,0,0.120532503,-0.243924436,0.014970907,-0.269951671,0.145969845,-0.90600749,0.034099969
,ENSG00000168438.14,0,0.940467486,0,2.50070273,0,-0.015829619,-0.169841572,-0.009586554,-0.258183572,0.033121887,-0.952040801,0.012516779
,ENSG00000146350.13,0,0.355318141,0,0,0,0.237129592,-0.217228005,0.579641305,0.42273024,0.328615165,-0.906828075,0.033658664
,ENSG00000120438.11,0,0,0,0.717528182,0,0.693638548,0.760948427,0.775692536,0.430990722,0.78995032,-0.969061093,0.006502278
,ENSG00000112592.13,0,0,0,1.225510892,0,0.48133922,0.482979772,0.447574136,0.372756634,0.493955282,-0.936478313,0.019034216
,ENSG00000136261.14,0,0,0,3.259906658,0,-0.093271848,-0.075351723,-0.186108899,-0.567979752,-0.066917802,-0.974583161,0.004845666
,ENSG00000015676.17,0,0,0,0.812463059,0,-0.836516666,-0.957011362,-0.990235805,-1.257983758,-0.874661509,-0.927970698,0.022953499
,ENSG00000106683.14,0,0,0,5.519855925,0,-1.335070401,-1.373247115,-1.480539874,-1.887501601,-1.245157927,-0.941832179,0.01669291
,ENSG00000106665.15,0,0,0,3.106045257,0,-1.756525997,-1.717805288,-1.773401772,-2.127959107,-1.736748272,-0.992614684,0.000761037
,ENSG00000106330.11,0,0,0,0.540112803,0,-0.622610096,-0.742024607,-0.697754555,-1.058811624,-0.594321514,-0.948847459,0.013780788
,ENSG00000077063.10,0,2.104246767,0,4.92704374,0,7.562744621,7.180141236,7.259621887,6.863630864,7.537533212,-0.909655548,0.032152255
,ENSG00000174697.4,0,0.65169897,0,0,0,1.578303413,-2.23500359,1.389749293,1.065719366,0.954093605,-0.987416102,0.001691357
,ENSG00000064419.13,0,0,0,4.94125129,0,0.512586759,0.606302201,0.564813463,0.26650823,0.497859309,-0.945207194,0.015269232
,ENSG00000106459.14,0,0,0,8.612835746,0,0.302622454,0.230002032,0.199972749,-0.006575892,0.293564163,-0.939232081,0.017817495
,ENSG00000122779.17,0,0,0,8.943770785,0,3.635319793,3.37184009,3.349580487,2.860848092,3.567488592,-0.914188508,0.029783896
,ENSG00000104299.14,0,0,0,0.461185788,0,0.082475328,0.130459434,0.025583281,-0.13799617,0.038653223,-0.914096685,0.029831291
,ENSG00000129691.15,0,0.301394722,0,1.732264561,0,0.084859596,0.040604994,0.196457631,-0.15180804,0.146296103,-0.940533427,0.017251662
,ENSG00000104738.16,0,0.63698398,0,6.831878882,0,1.326182875,1.481658564,1.427391357,0.995524922,1.341262218,-0.913275983,0.030255979
,ENSG00000137574.10,0,0,0,3.713220021,0,1.148764846,0.996029149,1.031476416,0.610790393,1.128824613,-0.955648879,0.011137309
,ENSG00000164944.11,0,4.030944091,0,12.53267033,0,-0.802327248,-0.837162034,-0.686158878,-1.005396262,-0.717566246,-0.939293752,0.017790546
,ENSG00000175895.3,0,0,0,2.634772424,0,-0.322057513,-0.485074083,-0.331662263,-0.781974815,-0.399563012,-0.938718377,0.018042484
,ENSG00000104341.16,0,0,0,0.623211445,0,2.035200131,1.998643719,2.015854978,1.445764327,1.881264325,-0.970178677,0.006154205
,ENSG00000064313.11,0,0.635411629,0,7.565198906,0,-0.57144326,-0.547470268,-0.554216567,-0.837484618,-0.468973984,-0.960726887,0.009287563
,ENSG00000137124.7,0,1.347691076,0,3.810414522,0,1.035668446,0.882857867,1.071154599,0.706673154,1.148713631,-0.956978891,0.010642255
,ENSG00000119139.18,0,0,0,5.69310211,0,2.998717972,2.876426005,2.957438607,2.520365012,3.141724519,-0.910384722,0.031767369
,ENSG00000196305.17,0,0,0,3.129558565,0,0.358564675,0.304618943,0.342655255,-0.020530583,0.307482207,-0.989306476,0.001325309
,ENSG00000136824.18,0,0,0,3.881353432,0,-0.170072862,-0.239363602,-0.200184826,-0.543047691,-0.222598599,-0.985313058,0.002131925
,ENSG00000095203.14,0,1.58190456,0,6.185224943,0,6.492507975,6.436993897,6.469521586,6.164122084,6.404430533,-0.951198321,0.012846389
,ENSG00000136848.16,0,2.371799518,0,23.21417986,0,-0.909399996,-1.090118651,-0.982893837,-1.235807342,-0.959486603,-0.904020395,0.0351762
,ENSG00000165209.18,0,1.116266234,0,20.69112904,0,3.100637792,2.979728743,3.092289595,2.775954446,3.083866967,-0.951880385,0.012579324
,ENSG00000130559.18,0,0,0,2.911771869,0,0.325009618,0.381373248,0.366609353,0.129538198,0.310904801,-0.95811401,0.010225615
,ENSG00000057608.16,0,0,0,0.555218707,0,-0.046211547,-0.112982898,-0.203180685,-0.699054733,-0.059705142,-0.974061012,0.004995355
,ENSG00000152455.15,0,0,0,2.918715421,0,1.020035323,0.871860997,0.831245916,0.322771593,0.991161022,-0.960007345,0.009542928
,ENSG00000136758.18,0,0,0,0.461185788,0,-0.39664088,-0.405670739,-0.46991661,-0.789054098,-0.403426733,-0.984350985,0.002344457
,ENSG00000120539.14,0,0,0,3.556560113,0,0.717582588,0.628458453,0.676134701,0.4688605,0.627110084,-0.917442722,0.028119941
,ENSG00000108094.14,0,0,0,3.664054982,0,-0.437301633,-0.524340177,-0.458562073,-0.738260497,-0.537821819,-0.93410411,0.020103951
,ENSG00000224812.2,0,0.399124179,0,0.671250698,0,-1.949209346,-2.810815446,-1.187676381,-4.268328389,-1.938463769,-0.953590149,0.011917976
,ENSG00000266524.2,0,0,0,0.461185788,0,0.553913085,0.364185788,-0.216959222,-1.165829027,0.234442279,-0.910651184,0.031627091
,ENSG00000107625.12,0,0,0,3.684226849,0,-0.186071088,-0.341285924,-0.292970504,-0.622418139,-0.157621245,-0.913451782,0.030164847
,ENSG00000026103.21,0,0,0,0.805593204,0,-1.730370991,-1.735874752,-1.771963783,-2.131630487,-1.700203334,-0.98985284,0.001225148
,ENSG00000148680.15,0,0.776890419,0,7.250411413,0,5.344269302,5.100311,5.078460849,3.982874951,5.209566172,-0.984984176,0.002203824
,ENSG00000138160.5,0,0,0,6.9051502,0,0.111529274,-0.059238369,0.03239839,-0.360424607,0.165833196,-0.912414954,0.030703602
,ENSG00000138190.16,0,0.495448744,0,9.404949001,0,-0.509922361,-0.476851846,-0.716867413,-1.099439358,-0.517965399,-0.921961317,0.025861196
,ENSG00000095587.8,0,1.184854495,0,8.528516715,0,2.675602935,2.521972854,2.590086469,2.263581916,2.551962752,-0.951582688,0.012695663
,ENSG00000166167.17,0,0,0,6.677249415,0,0.360296865,0.185533518,0.309716857,-0.177292871,0.227399052,-0.946469898,0.014747307
,ENSG00000107829.13,0,0.68021921,0,4.32509245,0,-0.718994781,-0.672516899,-0.713842138,-0.860890915,-0.699543099,-0.922345449,0.025672003
,ENSG00000077150.18,0,2.391384382,0,6.743070327,0,0.369568205,0.140807484,0.161210967,-0.232665257,0.297818914,-0.942956504,0.016214058
,ENSG00000138107.12,0,0.990837192,0,7.140484264,0,-0.944141977,-0.95322204,-0.925099577,-1.173374761,-0.868809933,-0.971309871,0.005808376
,ENSG00000148798.10,0,0.678923002,0,11.05542819,0,0.298169782,0.313001598,0.188039214,-0.048564357,0.248895686,-0.929563801,0.022201649
,ENSG00000119953.12,0,0,0,3.445451145,0,0.362963905,0.308708301,0.261421188,-0.079749837,0.428487535,-0.949228744,0.013627787
,ENSG00000148737.16,0,7.0275615,0,12.77326946,0,1.339786558,0.92281754,1.079056713,0.675842268,1.317594853,-0.930315456,0.021849735
,ENSG00000066468.22,0,3.923354994,0,5.240454867,0,9.614083408,9.236252092,9.660831299,9.210771918,9.630191368,-0.9869879,0.001778302
,ENSG00000177225.16,0,0.498942089,0,0,0,-0.484081867,-1.032180987,-0.433389958,-0.314650734,-0.552905636,-0.949034387,0.013705708
,ENSG00000167325.14,0,0,0,6.528960399,0,-0.402272025,-0.551367118,-0.334495921,-0.829098121,-0.471868372,-0.907426531,0.033337981
,ENSG00000241008.1,0,0.635411629,0,0,0,1.637707686,0,1.888425004,1.829046236,1.712311789,-0.992419127,0.00079144
,ENSG00000179119.14,0,0,0,0.374434818,0,-0.929840278,-1.002657491,-0.977676214,-1.300591819,-0.963804957,-0.984675965,0.002271919
,ENSG00000110048.11,0,1.691663431,0,7.367216919,0,-0.423555595,-0.405224414,-0.45223698,-0.771917232,-0.326250919,-0.939294676,0.017790143
,ENSG00000173898.12,0,0.710720991,0,15.30016724,0,6.126920904,5.826680041,5.775829211,5.219393927,6.032901881,-0.920255664,0.026706649
,ENSG00000110075.14,0,0,0,14.65702408,0,0.545303178,0.442408265,0.527530262,0.213111858,0.43341631,-0.92656386,0.023624137
,ENSG00000077514.8,0,1.027390204,0,4.989686902,0,0.260892563,0.043789067,0.106514597,-0.29564859,0.288131649,-0.946142523,0.014882056
,ENSG00000149554.12,0,0,0,1.505086246,0,1.3148955,1.26561434,1.083485591,0.715775561,1.21033279,-0.933569686,0.020347347
,ENSG00000166532.15,0,0.393813433,0,4.378547586,0,2.165418698,2.174025454,2.180023663,2.038188361,2.140504336,-0.954793566,0.01145954
,ENSG00000079387.13,0,0.493345548,0,2.221513263,0,-0.337219152,-0.497509304,-0.291800534,-0.699607855,-0.34778806,-0.963119374,0.008455008
,ENSG00000172602.9,0,0.349994914,0,1.157979573,0,6.307609612,6.211997864,6.187018441,5.150718961,6.441640896,-0.960703705,0.009295755
,ENSG00000161800.12,0,0,0,1.132369755,0,-1.200574617,-1.309669172,-1.247643402,-1.496129414,-1.310184477,-0.912202912,0.03081416
,ENSG00000135423.12,0,0.800336811,0,0.519558502,0,5.067787313,4.176306475,5.030493119,4.6809072,5.086818888,-0.977303409,0.004090635
,ENSG00000076108.11,0,1.600783321,0,10.92628305,0,0.167386526,-0.082039461,0.257707544,-0.332018444,0.108707897,-0.908660339,0.032679956
,ENSG00000111605.16,0,0,0,9.073713606,0,0.844425864,0.785469561,0.731660114,0.560428622,0.789537711,-0.930897463,0.021578501
,ENSG00000120800.4,0,0,0,3.528214161,0,0.572159364,0.378666993,0.448031212,0.065626986,0.556225313,-0.921930944,0.025876174
,ENSG00000075188.8,0,0,0,1.67523372,0,0.417443073,0.446441855,0.35279293,0.040809155,0.454400635,-0.973042784,0.005291545
,ENSG00000139445.17,0,0.635411629,0,0,0,7.702425894,5.547272879,6.858743147,7.415172771,7.247834282,-0.932291727,0.020933209
,ENSG00000089234.15,0,0,0,5.242582635,0,-0.149996366,-0.107416013,-0.273882447,-0.59934646,-0.063706576,-0.931915935,0.021106508
,ENSG00000089116.3,0,0.440760681,0,8.609602242,0,8.651654535,7.850706382,8.168959531,6.503429091,7.908616303,-0.927964926,0.022956238
,ENSG00000135097.6,0,0.466268839,0,10.62322002,0,11.22659843,10.69596577,10.67867987,9.666422162,10.87800277,-0.932023551,0.021056833
,ENSG00000083642.18,0,4.35973847,0,12.02106823,0,0.084512885,-0.254972686,-0.045328573,-0.401068852,-0.091283471,-0.911246129,0.031314604
,ENSG00000065150.18,0,0,0,14.87874618,0,0.465807763,0.503841186,0.550298723,0.190010394,0.425984236,-0.944771413,0.015450725
,ENSG00000043355.11,0,5.564453977,0,11.46253065,0,9.998143973,9.188437307,9.731449004,8.651442639,9.695157577,-0.974671293,0.004820549
,ENSG00000100888.13,0,2.164767266,0,27.91256311,0,0.637035614,0.66726256,0.780993718,0.452424247,0.70477167,-0.905868909,0.034174679
,ENSG00000165821.11,0,0,0,2.610427842,0,5.658237298,5.244440262,5.591917676,4.765471474,5.498015986,-0.901657914,0.036469569
,ENSG00000100897.17,0,1.093159795,0,2.891992438,0,-0.032910806,-0.304077863,-0.315335087,-0.721887984,-0.084806621,-0.91538836,0.029166808
,ENSG00000129521.13,0,0,0,6.577204,0,9.174053551,9.205048769,9.131971649,8.783663397,9.155231994,-0.988018218,0.001571571
,ENSG00000165588.16,0,1.819512237,0,7.027894646,0,9.74142115,9.381066953,9.615850626,8.71564958,9.381642141,-0.944880576,0.015405195
,ENSG00000023608.4,0,0.476105742,0,0,0,-0.89692597,-1.34089109,-0.940395623,-0.915078343,-0.857830355,-0.988426215,0.001492078
,ENSG00000100714.15,0,0,0,0.461185788,0,0.899138016,0.822643396,0.694974311,0.406888481,0.849453224,-0.92480339,0.024472089
,ENSG00000182185.18,0,0,0,1.551013444,0,-0.7726143,-0.897206718,-0.823574727,-1.200018486,-0.71476656,-0.935732097,0.019368389
,ENSG00000012963.14,0,0,0,0.717756289,0,-0.602473903,-0.629963997,-0.784838704,-1.068720584,-0.60634393,-0.926152629,0.023821346
,ENSG00000075413.17,0,0,0,7.478259163,0,-0.426726715,-0.359982968,-0.470887275,-0.630011288,-0.449923832,-0.90896759,0.032516745
,ENSG00000114062.18,0,3.189793033,0,9.012487657,0,-0.142514559,-0.165070675,-0.115417617,-0.392858076,-0.153196115,-0.961423872,0.00904238
,ENSG00000128829.11,0,0,0,4.062169266,0,-0.18301134,-0.172548078,-0.096020102,-0.45684954,-0.153307822,-0.971081359,0.005877705
,ENSG00000104142.10,0,0.57016064,0,9.934383495,0,-0.716245918,-0.692568424,-0.929054409,-1.236900134,-0.744635657,-0.900233098,0.037256778
,ENSG00000137877.9,0,0.207756293,0,0,0,-0.446375594,-1.570074106,-0.789529289,-0.318008893,-0.570957828,-0.936544209,0.019004797
