sig2,gene,S2-T1,S2-T2,S2-T3,S2-T4,S2-T5,S2-T1,S2-T2,S2-T3,S2-T4,S2-T5,Correlation,P-value
,ENSG00000115524.15,0,0,0.252107706,0,0,-0.392334954,-0.416816987,-0.478223061,-0.411767259,-0.424583491,-0.929061701,0.022437736
,ENSG00000163251.3,0,0,1.963945461,0,0,4.392901292,4.394390105,4.125206425,4.332095171,4.380271273,-0.975240704,0.004659312
,ENSG00000135932.10,0,0,0.141486475,0,0,-0.836612895,-0.74509149,-0.975201344,-0.784113089,-0.771473318,-0.931583349,0.021260267
,ENSG00000163705.12,0,0,0.383201318,0,0,2.988960334,3.007752088,2.000039097,3.223108385,3.361321045,-0.957137648,0.010583657
,ENSG00000170142.11,0,0,0.52883292,0,0,-0.385379688,-0.343418932,-0.647490283,-0.216599324,-0.371762696,-0.905226633,0.034521613
,ENSG00000163527.9,0,0,0.79509877,0,0,-1.166717801,-1.154541339,-1.357161505,-1.220647979,-1.175098547,-0.954037485,0.011746879
,ENSG00000170248.13,0,0,0.166605369,0,0,-1.909717354,-1.825183435,-2.035072854,-1.819856167,-1.835192218,-0.917574567,0.028053176
,ENSG00000241472.6,0,0,0.177813983,0,0,0.475365774,0.502529724,-0.201869547,0.262269558,0.461856114,-0.946791525,0.014615315
,ENSG00000163605.14,0,0,0.141486475,0,0,0.279456936,0.263659648,0.083846325,0.309988206,0.316716745,-0.973858079,0.005053936
,ENSG00000175105.6,0,0,0.214409124,0,0,-1.468733491,-1.531494056,-1.692711965,-1.568889456,-1.491336672,-0.900610676,0.037047644
,ENSG00000163848.19,0,0,0.439591108,0,0,-1.825035236,-1.77335064,-2.08141074,-1.719518762,-1.876308457,-0.907993118,0.033035283
,ENSG00000158092.6,0,0,0.167241532,0,0,-0.872957555,-0.890332086,-1.047287707,-0.877566292,-0.843370998,-0.976991732,0.004174988
,ENSG00000114204.14,0,0,0.06375991,0,0,4.950016777,5.038905805,4.150406985,4.872373151,5.064754348,-0.979709074,0.003459078
,ENSG00000109685.17,0,0,0.166605369,0,0,-1.142053234,-1.13576971,-1.26786029,-1.138884329,-1.1455876,-0.997951744,0.000111244
,ENSG00000185774.15,0,0,0.453239243,0,0,1.365499037,1.500203753,0.668683528,1.499237765,1.485852391,-0.987618407,0.001650785
,ENSG00000248049.6,0,0,0.27646364,0,0,0.110978369,0.255702424,-0.229257125,0.351807208,0.182023514,-0.915563196,0.029077237
,ENSG00000138768.14,0,0,0.861136283,0,0,1.177281127,1.162373684,1.003283338,1.234918016,1.164147527,-0.939526788,0.017688835
,ENSG00000189308.10,0,0,0.25452192,0,0,-1.766658414,-1.655883008,-2.025579113,-1.655078114,-1.575779644,-0.922172523,0.025757117
,ENSG00000164168.7,0,0,0.372852573,0,0,-0.753912456,-0.610314233,-0.96978618,-0.720372709,-0.708334895,-0.915307568,0.029208229
,ENSG00000150627.15,0,0,0.351001543,0,0,0.643450224,0.943871635,0.281762775,0.825526335,0.797996146,-0.908675844,0.032671714
,ENSG00000250761.2,0,0,0.156441523,0,0,2.452110388,2.484311903,2.124581049,2.509317513,2.653247816,-0.918745537,0.027462458
,ENSG00000151883.17,0,0,0.273678176,0,0,1.293461157,1.464881129,1.068362062,1.422303917,1.359275597,-0.909221391,0.032382124
,ENSG00000068796.16,0,0,0.216044844,0,0,0.015307562,-0.002056693,-0.125151586,0.013892668,0.06328041,-0.937843615,0.018427711
,ENSG00000047188.15,0,0,0.467769594,0,0,-0.067718396,-0.008023715,-0.278714121,-0.039551751,-0.098006691,-0.949419901,0.013551291
,ENSG00000244694.7,0,0,0.368129151,0,0,-3.605809895,-3.685337608,-4.419431206,-3.42961744,-3.848843742,-0.917253808,0.028215693
,ENSG00000112200.16,0,0,0.197795456,0,0,-0.124692806,-0.149359795,-0.276857452,-0.125070668,-0.098578173,-0.96700148,0.007160019
,ENSG00000135316.17,0,0,0.953350561,0,0,-0.006483268,0.017509865,-0.095726205,0.036896411,0.054818589,-0.92211926,0.025783351
,ENSG00000112234.8,0,0,0.841378213,0,0,-0.461297895,-0.44061418,-0.604799117,-0.380431348,-0.385235936,-0.923603376,0.025055595
,ENSG00000146457.14,0,0,0.519861269,0,0,-0.458696442,-0.404559831,-0.702667384,-0.277709424,-0.379776753,-0.910047349,0.031945263
,ENSG00000112531.16,0,0,1.612623764,0,0,-0.412142986,-0.262953929,-0.670535053,-0.310643631,-0.338424477,-0.942090259,0.016582592
,ENSG00000164850.14,0,0,1.132618366,0,0,-5.851408272,-5.869356722,-7.071518921,-5.961666135,-6.376436027,-0.911697587,0.031078147
,ENSG00000164815.10,0,0,0.107319491,0,0,0.051354585,0.124305399,-0.115753012,0.097688791,0.086716123,-0.961850803,0.008893261
,ENSG00000128610.11,0,0,0.105827424,0,0,6.42169301,5.952293355,4.879775477,6.317109446,6.01908809,-0.947031791,0.014516965
,ENSG00000080802.18,0,0,0.108725353,0,0,-0.70114897,-0.699804462,-0.858934572,-0.730676406,-0.742494873,-0.959075412,0.009877027
,ENSG00000169139.11,0,0,0.173478064,0,0,0.571366365,0.636214194,0.422165957,0.686318188,0.597802625,-0.900889366,0.036893524
,ENSG00000205189.11,0,0,1.01775339,0,0,-0.356294996,-0.434719836,-0.812925394,-0.382443877,-0.366712634,-0.987810782,0.001612508
,ENSG00000123124.13,0,0,0.690931785,0,0,0.387034327,0.379011315,0.239386021,0.408076885,0.451950358,-0.935223982,0.019597012
,ENSG00000034677.12,0,0,1.601332297,0,0,-1.858993834,-1.894459479,-2.192210475,-1.828240467,-1.933906744,-0.962545414,0.008652394
,ENSG00000281641.2,0,0,0.330722265,0,0,5.3092893,5.522128126,4.477517322,5.246236852,5.557534504,-0.952270641,0.012427344
,ENSG00000129292.20,0,0,1.178765736,0,0,-1.48270052,-1.457602905,-1.535958629,-1.45087466,-1.467083589,-0.93655825,0.01899853
,ENSG00000136937.12,0,0,0.713884325,0,0,-0.0548816,-0.094804202,-0.216011356,-0.037692042,-0.051839167,-0.956820097,0.010700973
,ENSG00000165029.15,0,0,0.113462512,0,0,-2.377124066,-2.307837369,-2.938264345,-2.121364905,-2.430683092,-0.923445582,0.025132651
,ENSG00000119402.16,0,0,0.375293565,0,0,-0.448521783,-0.403571512,-0.575587011,-0.396294231,-0.449390993,-0.939484617,0.017707227
,ENSG00000176273.14,0,0,0.289209358,0,0,-1.125019463,-1.217231296,-1.503630198,-1.189157975,-1.210501609,-0.96878002,0.006590805
,ENSG00000108239.8,0,0,1.019624989,0,0,-1.886136357,-2.002187814,-2.238092242,-1.92155497,-1.912172477,-0.953721624,0.011867605
,ENSG00000196233.13,0,0,1.832302845,0,0,-0.409621793,-0.336091134,-0.773837544,-0.356564106,-0.450543436,-0.967748618,0.006919013
,ENSG00000120029.12,0,0,0.557806649,0,0,-0.975978897,-0.905288285,-1.089176758,-0.906999582,-0.945368326,-0.921591412,0.026043804
,ENSG00000167355.8,0,0,0.22868647,0,0,1.02271373,0.747168612,-0.338088301,0.972581488,1.465463015,-0.922399798,0.025645272
,ENSG00000110315.6,0,0,0.216044844,0,0,-0.652289086,-0.706608577,-1.016435426,-0.657767256,-0.63819201,-0.986912663,0.001793727
,ENSG00000074266.19,0,0,0.134035546,0,0,0.171420424,0.102085757,-0.16099765,0.206862794,0.105008355,-0.951165082,0.012859451
,ENSG00000227487.3,0,0,0.911295971,0,0,-0.456835649,-0.917161157,-1.897289667,-0.881663029,-0.829006156,-0.939171643,0.017843918
,ENSG00000121380.12,0,0,0.930424069,0,0,4.14480038,4.061690281,3.761646206,4.208619653,4.047484298,-0.924468393,0.024634534
,ENSG00000134532.16,0,0,0.144353359,0,0,-0.019353524,-0.041490342,-1.072309545,0.003657431,-0.467100562,-0.907643617,0.033221899
,ENSG00000111490.12,0,0,0.108725353,0,0,2.671974964,2.580873485,2.474057722,2.642338122,2.619245252,-0.900894315,0.036890789
,ENSG00000111605.16,0,0,0.166569944,0,0,0.764789047,0.744923521,0.612806012,0.781194683,0.81203383,-0.947540842,0.014309307
,ENSG00000151131.10,0,0,0.113462512,0,0,2.800375497,2.834115728,2.673319545,2.773589164,2.846599109,-0.909657093,0.032151438
,ENSG00000008405.11,0,0,0.063419774,0,0,-0.389353554,-0.386999535,-0.530076388,-0.350409844,-0.372336499,-0.975976239,0.004453733
,ENSG00000139436.20,0,0,0.634155521,0,0,-2.291530648,-2.15911216,-2.548165733,-2.177485791,-2.312543756,-0.900505247,0.037106001
,ENSG00000083642.18,0,0,1.186782801,0,0,-0.359046878,-0.335266659,-0.59318578,-0.252309616,-0.282228746,-0.949709547,0.013435649
,ENSG00000180332.6,0,0,0.308847912,0,0,-1.866458116,-2.082577665,-4.0106554,-1.895789195,-2.805180401,-0.908491011,0.032770015
,ENSG00000139687.14,0,0,0.718970473,0,0,-1.657057906,-1.651378202,-1.991467291,-1.666215076,-1.765209005,-0.946718364,0.014645305
,ENSG00000182968.4,0,0,0.419349238,0,0,3.300781545,3.110505744,1.341648321,2.904676159,2.850721714,-0.973596287,0.00512984
,ENSG00000050130.17,0,0,0.223229211,0,0,-0.831632995,-0.872472442,-1.012441649,-0.840078162,-0.896030535,-0.935384438,0.019524722
,ENSG00000100625.8,0,0,0.439592468,0,0,0.237309383,0.332164115,0.016379579,0.268552534,0.346172909,-0.941462109,0.016851512
,ENSG00000100722.18,0,0,0.449344512,0,0,0.045764058,-0.027769581,-0.147204021,-0.004178728,0.022558703,-0.929827607,0.022077932
,ENSG00000100664.10,0,0,0.243492442,0,0,-0.168785515,-0.216449275,-0.363227077,-0.177978819,-0.110081723,-0.916349297,0.0286756
,ENSG00000197299.10,0,0,0.116150604,0,0,1.91576346,1.927160647,1.744897688,1.962344314,2.00971095,-0.931097374,0.02148559
,ENSG00000282034.1,0,0,0.589349423,0,0,-0.341380662,-0.503020016,-1.799139383,-0.649119514,-0.873763922,-0.940083033,0.017446824
,ENSG00000010244.18,0,0,0.714510041,0,0,0.375603346,0.485344458,0.230880317,0.48340435,0.441908826,-0.908054394,0.033002599
,ENSG00000011258.15,0,0,1.644932321,0,0,2.251552366,2.230330628,2.114992647,2.257732374,2.299383586,-0.932673215,0.020757758
,ENSG00000101596.15,0,0,0.230485597,0,0,-1.183496854,-1.126783522,-1.429640944,-1.174288393,-1.194144953,-0.976351101,0.004350144
,ENSG00000171791.12,0,0,1.195951224,0,0,-2.136938776,-2.183328634,-2.548739692,-2.270977505,-2.063572205,-0.916370215,0.028664937
,ENSG00000154640.14,0,0,0.299888253,0,0,-0.719791384,-0.723579115,-0.957229222,-0.72588532,-0.817796788,-0.916550167,0.028573259
,ENSG00000215568.8,0,0,0.273678176,0,0,1.70673426,2.17247883,0,2.307536371,1.420203027,-0.922320946,0.025684058
,ENSG00000100218.11,0,0,0.767765238,0,0,0.412030966,-0.288942982,-4.07509654,-0.551628111,-1.237588181,-0.940599222,0.017223212
,ENSG00000124486.12,0,0,0.775899643,0,0,1.702951264,1.761165943,1.5304425,1.762922675,1.665834423,-0.903125448,0.035664394
