sig0,gene,S2-T1,S2-T2,S2-T3,S2-T4,S2-T5,S2-T1,S2-T2,S2-T3,S2-T4,S2-T5,Correlation,P-value
,ENSG00000272540.1,0,0,0,0,2,3.301851692,3.273763588,3.112492438,3.080057414,2.545806263,-0.948066065,0.014096078
,ENSG00000112576.12,1,0,0,0,0,-1.475389233,-1.231162693,-1.265313089,-1.202780443,-1.244565191,-0.978275646,0.003831192
,ENSG00000170734.11,0,0,0.858513525,0,1,-1.167693588,-1.052836632,-1.330823708,-1.116351965,-1.329231099,-0.941457496,0.016853493
,ENSG00000146278.10,0,3,0.892680509,0,4,-0.850762345,-1.142041898,-0.850542726,-0.873043958,-1.142741365,-0.953284067,0.012035511
,ENSG00000092820.17,3,0,0,0,6,1.402955395,1.526392483,1.518194875,1.458000103,1.312358778,-0.954535267,0.011557442
,ENSG00000229937.6,1,0,0.873946147,0,2,-0.687394022,0.399129094,-0.037809864,0.248295858,-2.586865082,-0.943311461,0.016063825
,ENSG00000136280.15,0,0,0,0,2,-1.127814337,-1.146773519,-1.172111233,-1.130167601,-1.304164113,-0.97076997,0.005972613
,ENSG00000019991.16,2,0,2.432081802,0,3,-7.600935705,-6.58029385,-7.63363189,-6.515227294,-7.69946555,-0.979916195,0.003406357
,ENSG00000166529.14,0,0,0,0,2,0.477582711,0.568358394,0.546569871,0.50621151,0.346105559,-0.915206361,0.029260144
,ENSG00000166526.16,5,2,4.577502938,0.610631179,4,0.627663153,0.85165792,0.705676956,0.832173935,0.707090644,-0.921009198,0.026332059
,ENSG00000253982.1,0,1,0,0,0,-1.457419239,-1.838385332,-1.260664959,-1.280768792,-1.319486581,-0.947520378,0.014317636
,ENSG00000276291.5,0,1,0,0.604609121,1,-0.808829254,-1.32668854,-0.841838159,-1.238722524,-1.14970336,-0.911244637,0.031315386
,ENSG00000178919.8,8,0,1.097998804,0.464603841,4,-0.835948208,0.38141403,0.103247954,0.345601647,-0.632237674,-0.949490184,0.0135232
,ENSG00000138835.22,0,0,0.886537488,0,5,-3.144448698,-3.153445797,-3.192195108,-3.112876034,-3.305629477,-0.967784347,0.006907556
,ENSG00000096717.11,0,1,0,0,1,1.933693322,1.813089024,1.904129955,1.92659954,1.84468859,-0.955702752,0.011117114
,ENSG00000165655.16,2,0,1.735859547,0,5,-7.343695064,-6.459524056,-6.632335407,-6.17840129,-7.743536461,-0.918781383,0.027444439
,ENSG00000204020.5,1,0,0,0.485436243,1,0,1.68535268,3.157984987,1.721296651,0,-0.907339432,0.033384592
,ENSG00000176273.14,0,0,1.710790642,0,0,-1.125019463,-1.217231296,-1.503630198,-1.189157975,-1.210501609,-0.96878002,0.006590805
,ENSG00000171772.16,0,0,0,0.66906121,0,0.140875368,0.81132991,0.379732087,-1.03870602,0.230180355,-0.927556945,0.023150087
,ENSG00000133794.17,1,0,0.832758468,0,0,-0.879227876,-0.481777634,-0.864120762,-0.625461981,-0.570724285,-0.954392462,0.011611685
,ENSG00000166016.5,4,0,0,0,11,0.161535337,0.194270803,0.176884482,0.147925045,0.001316704,-0.932186893,0.020981507
,ENSG00000135365.15,0,0,0,0,3,-0.054482405,-0.125557535,-0.06145129,-0.114039165,-0.240604517,-0.908144436,0.032954591
,ENSG00000154127.9,0,0,0,0,1,-2.513749016,-2.534714983,-2.582030899,-2.569247744,-2.716724951,-0.93976728,0.017584069
,ENSG00000254703.2,1,0,0.379048154,0,0,-2.473351567,-1.819122478,-2.051840787,-1.753169749,-1.818535486,-0.995905322,0.000314338
,ENSG00000139651.10,1,1,0.858561775,0,0,-0.899727526,-0.850051797,-0.881804706,-0.653704313,-0.750001788,-0.919851516,0.026908256
,ENSG00000135409.10,0,1,0,0,0,3.132402587,0.583320186,3.169190527,2.586671575,2.512196956,-0.958347822,0.010140475
,ENSG00000092841.18,1,2,2.664038732,1.682527023,7,-1.347402892,-1.376048455,-1.349260751,-1.326303324,-1.518989622,-0.955420912,0.011222899
,ENSG00000111490.12,0,0,0.891274647,0,0,2.671974964,2.580873485,2.474057722,2.642338122,2.619245252,-0.900894315,0.036890789
,ENSG00000139436.20,0,0,2.365844479,0,0,-2.291530648,-2.15911216,-2.548165733,-2.177485791,-2.312543756,-0.900505247,0.037106001
,ENSG00000181234.9,0,2,0,0.727382747,0,8.494625677,7.574927138,9.011479732,8.140081029,8.673178718,-0.931171237,0.021451294
,ENSG00000134884.13,0,2,0,2.658247915,3,0.414439006,0.177594803,0.465693353,0.200000923,0.164081904,-0.961340461,0.009071608
,ENSG00000151320.10,0,0,2.573583117,0,2,-3.142876629,-3.193849708,-3.710201017,-3.04928707,-3.399398929,-0.94235027,0.016471691
,ENSG00000240463.1,0,0,0,0,1,-0.073947905,0.250339013,0.097873072,0.418741333,-1.050106561,-0.948695539,0.013841905
,ENSG00000050130.17,0,0,0.776770789,0,0,-0.831632995,-0.872472442,-1.012441649,-0.840078162,-0.896030535,-0.935384438,0.019524722
,ENSG00000198133.8,6,0,0,0,1,-0.892047598,-0.315981438,-0.535947466,-0.443543905,-0.383464575,-0.905570045,0.034335975
,ENSG00000100577.18,0,1,0,0,0,1.155791208,0.800618118,1.184211468,1.10258728,1.014391431,-0.908122356,0.032966361
,ENSG00000185088.13,0,0,2.552480898,0,1,-0.648296078,-0.624727264,-1.01948291,-0.564390683,-0.842296135,-0.972612583,0.005418365
,ENSG00000169410.9,3,0,2.368469133,0,0,-0.757486506,-0.531656411,-0.743161091,-0.406589934,-0.499781111,-0.948820649,0.013791567
,ENSG00000197299.10,0,0,0.883849396,0,0,1.91576346,1.927160647,1.744897688,1.962344314,2.00971095,-0.931097374,0.02148559
,ENSG00000167962.13,3,0,0,2.016827289,1,-1.189485463,-0.970076048,-0.940814229,-1.046182621,-1.07157285,-0.923574847,0.025069521
,ENSG00000167967.15,6,0,0,0,3,-0.442368285,-0.201484834,-0.185451914,-0.182144203,-0.272267827,-0.982801753,0.002700453
,ENSG00000122299.11,0,0,0,0,3,-1.0763147,-1.075216564,-1.079506833,-1.065585361,-1.109814365,-0.950853212,0.012982215
,ENSG00000004975.11,2,0,0,0,0,-1.334500192,-1.138537181,-1.187851909,-1.078468763,-1.125582263,-0.918214233,0.027729983
,ENSG00000170004.16,0,4,3.46869778,0,6,-3.845776387,-4.09090809,-3.943416029,-3.796629862,-4.121725617,-0.947503894,0.014324346
,ENSG00000154025.15,2,0,0,0,1,-2.033870482,0.836726415,0.182266909,-0.038818166,-1.345751132,-0.94456106,0.015538582
,ENSG00000177469.12,1,0,0,0,9,-4.012944951,-4.063471504,-4.049295996,-4.012651317,-4.251717919,-0.954786429,0.011462242
,ENSG00000108395.13,0,3,0.892680509,0,0,0.484253592,0.393628391,0.439810647,0.449608612,0.483727543,-0.920254056,0.02670745
,ENSG00000075429.8,4,0,0,0.671341889,0,7.079722599,7.881210456,7.899596028,7.701971763,7.931841547,-0.995536087,0.00035778
,ENSG00000186765.11,0,1,0,0,0,-1.917900032,-3.244599652,-1.176353729,-1.713539912,-2.021674306,-0.903552524,0.035431155
,ENSG00000132204.13,0,0,0,0,1,3.171087986,3.12167676,3.283625612,3.362488087,2.488034595,-0.962388524,0.008706608
,ENSG00000142303.13,0,1,0,0.610631179,0,-1.45407892,-1.745635794,-1.319923046,-1.670510333,-1.420664258,-0.950671886,0.013053767
,ENSG00000196110.7,1,0,0,0,0,-0.797581114,-0.140877157,-0.301795488,-0.41986044,-0.250500656,-0.918030593,0.027822645
,ENSG00000105221.16,4,0,0.340849406,0,0,-0.552637662,-0.486871297,-0.461089119,-0.472924238,-0.476199627,-0.946210852,0.014853898
,ENSG00000185800.11,2,0,1.733069365,0,0,-1.535965662,-1.297256774,-1.469947323,-1.366675697,-1.389626787,-0.915117804,0.029305593
,ENSG00000227906.7,1,0,0,0,2,-3.412578799,-2.760252888,-2.978448165,-2.146696624,-5.018425531,-0.945279931,0.015239007
,ENSG00000215568.8,0,0,0.726321824,0,0,1.70673426,2.17247883,0,2.307536371,1.420203027,-0.922320946,0.025684058
,ENSG00000100280.16,2,0,0,0,1,-0.871965286,-0.741018478,-0.733695398,-0.749773164,-0.754110146,-0.912724755,0.030542303
,ENSG00000100330.15,1,0,2.522929781,0,0,-0.253833774,-0.146753777,-0.451804998,-0.092229366,-0.221143268,-0.941321952,0.016911707
,ENSG00000100036.12,0,0,0.865964454,0,1,-0.832290012,-0.932423094,-1.100881223,-0.857055126,-1.094888892,-0.951910272,0.012567663
,ENSG00000133477.16,1,0,0,0,0,10.04538405,10.16891948,10.22908977,10.21772394,10.20613875,-0.953583298,0.011920602
,ENSG00000186732.13,0,0,1.911312489,0,2,6.833166416,6.571068316,6.234008226,6.59048266,6.175064807,-0.924543945,0.024597867
