sig0,gene,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,Correlation,P-value
,ENSG00000136643.11,0,1.324468607,0,5.878568819,0.080064539,-0.380056602,-0.314943466,-0.312449548,-0.549187447,-0.346735095,-0.905179066,0.034547352
,ENSG00000117791.15,0,0.321076998,0,0,0,-0.107167224,-0.567251878,-0.190345985,-0.023997786,-0.110750629,-0.961324974,0.009077038
,ENSG00000233771.2,0,0,0.263881287,0,0,-1.560346759,-1.377788226,-2.039796387,-1.395449115,-1.399702649,-0.964920112,0.007845536
,ENSG00000154380.17,0,0.504551256,1.824388626,15.46566755,0,1.450647446,1.308280066,1.300320904,0.920296943,1.375047208,-0.973435575,0.005176621
,ENSG00000177614.10,0,0,0,8.278129082,0,6.034670089,5.886503132,5.873862168,5.582571844,5.994413515,-0.921381039,0.026147842
,ENSG00000135747.11,0,0.446257491,0,0,0,2.773148127,1.892980477,2.433596919,2.580148407,2.761068285,-0.921613259,0.026033008
,ENSG00000162714.12,0,0,0,3.102171809,0,0.348117894,0.363861905,0.390426365,0.223671176,0.390083433,-0.965543172,0.00763817
,ENSG00000119203.13,0,0,0,4.088467585,0,0.822565457,0.60357482,0.725583633,0.104553231,0.74926741,-0.961968227,0.00885239
,ENSG00000152518.7,0,0,0,2.695485256,0.73235335,-1.487334134,-1.657669965,-1.604253637,-2.280409937,-1.492346541,-0.906219461,0.033985797
,ENSG00000068784.12,0,0.813538747,0,1.956385327,0,0.332890644,-0.037925887,0.068970114,-0.381033439,0.347158056,-0.928779046,0.022570995
,ENSG00000068724.15,0,0,0,4.467344623,0,-1.653609205,-1.700962597,-1.583397421,-2.003128871,-1.534870133,-0.937751306,0.018468516
,ENSG00000138081.20,0,2.248089413,0.963733945,19.39723537,2.826225604,-0.605833315,-0.577388512,-0.62665379,-0.850990092,-0.657079241,-0.964444033,0.008005209
,ENSG00000014641.17,0,0,0,3.809831713,0,0.262493936,0.295284284,0.297798524,0.039596556,0.290223686,-0.991944765,0.000866814
,ENSG00000066032.18,0,3.144777208,0,11.0620125,0.831476415,9.791089074,8.532567359,9.353530762,7.900917306,9.374591038,-0.92406564,0.024830294
,ENSG00000115109.13,0,0,0,2.556425054,0,1.672242899,1.515715474,1.645259922,1.270446306,1.655081983,-0.929977776,0.022007607
,ENSG00000136715.18,0,0.711607046,0,3.823225136,0,0.227883703,0.225430987,0.308357458,-0.190586011,0.157088357,-0.947299637,0.01440758
,ENSG00000152128.13,0,0,0.724321494,1.807268285,0,4.155341179,4.357339805,4.088231838,3.370342374,4.019428757,-0.905002217,0.034643099
,ENSG00000115866.10,0,0,0,4.382183778,0,-0.133689742,-0.230101417,-0.188585614,-0.525168676,-0.214201421,-0.971201341,0.00584127
,ENSG00000197635.9,0,0.863735044,0,5.376310681,0,-6.761059554,-6.741062401,-6.660661128,-7.19135843,-6.811074812,-0.951805963,0.012608375
,ENSG00000115267.5,0,0.963736521,0,1.185171758,0,-2.492014752,-3.934438795,-2.629969611,-3.814262807,-2.509459753,-0.979322236,0.003558259
,ENSG00000198586.13,0,0,0,1.625319357,0,0.015590261,0.153176022,0.122668267,-0.187423581,0.058028759,-0.915983684,0.028862176
,ENSG00000091428.17,0,2.602667942,0,14.15316752,0.648533915,0.225091748,0.079132088,0.190542448,-0.272411762,0.153686581,-0.993532132,0.000623812
,ENSG00000196659.9,0,0,0,0.966181401,0,-0.214170853,-0.406553444,-0.302664849,-0.881160742,-0.187159049,-0.952985837,0.012150392
,ENSG00000270574.1,0,0,0,5.54741893,0.780767135,-0.653945517,-0.247149848,-0.7158684,-4.529994075,-2.197928564,-0.955524078,0.011184139
,ENSG00000115415.18,0,0,0,2.145600079,0,-2.648952934,-2.765211611,-2.613199773,-3.123182353,-2.673802398,-0.962811225,0.008560795
,ENSG00000240344.8,0,0,0,0.82006649,0,-0.090585789,-0.076521667,-0.059668217,-0.242768661,-0.104498069,-0.974030975,0.005004012
,ENSG00000115942.8,0,0,0,0.884762851,0,1.382929282,1.426601074,1.485319043,1.186519116,1.445686979,-0.949254684,0.013617399
,ENSG00000135932.10,0,0,0,0.445969273,0,-0.707576481,-0.601880096,-0.666523866,-0.991648799,-0.774359604,-0.908147753,0.032952823
,ENSG00000204099.11,0,0.421997702,0,0,0,4.268576808,3.119892339,3.910302118,4.040116794,4.142541518,-0.956885457,0.010676792
,ENSG00000144554.10,0,0,0,0.655592585,0,1.692322814,1.666590901,1.77735261,1.460036673,1.698146634,-0.937035348,0.018785996
,ENSG00000077097.15,0,3.334967273,0,4.899851514,0,0.308878329,0.162784106,0.409423987,0.103708938,0.333733124,-0.954015643,0.011755214
,ENSG00000179796.11,0,0,0,3.380994088,0,7.866926015,7.389371892,7.768083115,6.817968885,7.693993701,-0.907427509,0.033337458
,ENSG00000223797.5,0,0,0,5.318668578,0,0.233254335,0.148182556,0.063275373,-0.369876405,0.33051561,-0.930538406,0.021745704
,ENSG00000173473.10,0,0.344753166,0,6.160405669,0,1.727100491,1.729205075,1.789376624,1.257616719,1.730165642,-0.993437315,0.00063757
,ENSG00000172053.17,0,0,0,2.355430068,0,-0.036031928,-0.006804321,-0.056947525,-0.183417986,-0.017670888,-0.963847951,0.008206614
,ENSG00000164062.12,0,1.304791846,0,5.142208135,0,0.423587764,0.110132116,0.203227288,-0.198885864,0.449208842,-0.914436705,0.029655907
,ENSG00000285258.1,0,1.344394351,0.869872413,2.798474899,0,0.77713797,0.315036016,0.016808354,-0.457697238,0.658674136,-0.928703665,0.022606577
,ENSG00000154174.7,0,0,0,2.192528017,0,-0.107640443,0.016599006,-0.074839847,-0.289616458,-0.020722728,-0.914955956,0.029388716
,ENSG00000114638.7,0,0.523894258,0,0,0,2.635452152,1.855523376,2.531993991,2.469493088,2.484719221,-0.977670274,0.003992077
,ENSG00000144840.8,0,0,0,2.320522079,0,-1.019370691,-0.913056299,-0.867519457,-1.56526905,-0.99992762,-0.975395447,0.004615808
,ENSG00000163781.13,0,0.698605278,0,4.282501056,0,-0.017639527,-0.003734626,-0.065814273,-0.347322979,0.07056078,-0.939888484,0.017531345
,ENSG00000114054.13,0,0,0,1.072359828,0,0.515919346,0.49221917,0.644161082,0.082645272,0.609521061,-0.959787488,0.009621407
,ENSG00000158092.6,0,3.917029685,0,10.61892237,0,-0.718974036,-0.896664212,-0.765899265,-1.017115439,-0.690727986,-0.958287439,0.01016244
,ENSG00000174953.13,0,0,0,1.715386014,0,0.827734794,0.676066018,0.800028394,0.479202111,0.823258359,-0.909293048,0.032344149
,ENSG00000114805.17,0,2.778709308,0.820520462,3.293114887,0,6.272334798,5.214888292,5.906409755,4.999599945,5.936726003,-0.972942445,0.005321035
,ENSG00000163655.15,0,0,0,9.307580333,0.820788476,0.4880119,0.332420791,0.348958711,-0.164961845,0.485956523,-0.944976514,0.015365218
,ENSG00000136518.16,0,0,0,2.179715253,0,0.090983359,0.070342089,-0.064742977,-0.376246598,-0.050701498,-0.92774379,0.023061243
,ENSG00000118564.14,0,2.09529707,0,8.421519503,3.859803801,-0.104410655,-0.0575195,0.023855924,-0.374635918,-0.12548092,-0.920762231,0.026454641
,ENSG00000169299.13,0,0,0,1.111452382,0,-0.484173886,-0.593465981,-0.61895712,-0.96593832,-0.621806286,-0.950974376,0.012934475
,ENSG00000065882.15,0,2.957135086,0,13.33967608,0,0.709726334,0.620714573,0.535933335,0.141626483,0.667366027,-0.942836467,0.016264965
,ENSG00000138758.11,0,0,0,3.859989134,0,-2.619583565,-2.775205608,-2.767134581,-3.057919552,-2.682984628,-0.924219164,0.024755614
,ENSG00000164024.11,0,0,0,3.716458973,0,0.347259114,0.248071677,0.371104505,0.049717329,0.290501229,-0.926271317,0.023764374
,ENSG00000138795.9,0,0,0,5.38911558,0,-1.453605833,-1.490101738,-1.321294397,-1.809882262,-1.493413599,-0.920946714,0.026363056
,ENSG00000145388.14,0,0.673975193,0,2.890486842,0,-0.091393312,-0.251613846,-0.242597046,-0.433118547,-0.17647063,-0.902262476,0.036137175
,ENSG00000145386.9,0,0,0,1.388139144,0,0.503406687,0.506283614,0.260494088,-0.051663653,0.438691056,-0.906121359,0.034038621
,ENSG00000142731.10,0,0,0,0.952084246,0,0.654226294,0.634038663,0.664561716,0.422500185,0.606669129,-0.975138363,0.004688158
,ENSG00000164134.12,0,1.239354109,0,18.21795726,3.508559894,0.835792268,0.778560707,0.946184346,0.506350887,0.865129866,-0.929447188,0.022256408
,ENSG00000164144.15,0,0,0,4.454066132,0,-0.556339651,-0.526505177,-0.50776434,-0.789807258,-0.586602747,-0.96476818,0.007896378
,ENSG00000169862.18,0,4.764805854,0.886079519,16.42884128,0,4.78493067,3.949714723,4.597740958,3.511314906,4.672093199,-0.938599275,0.018094779
,ENSG00000039123.15,0,0,0,6.953337092,0,0.302414733,0.177038926,0.265669558,-0.14786087,0.208968258,-0.962555893,0.008648777
,ENSG00000062194.15,0,2.294042978,0,7.921376542,0,0.452704508,0.320780582,0.46010672,0.248837662,0.409286347,-0.9247767,0.024485018
,ENSG00000068796.16,0,1.715397632,0.928536304,15.51327765,1.664987471,0.371259891,0.184787466,0.169144948,-0.283512429,0.394045941,-0.9305895,0.021721885
,ENSG00000251467.1,0,0,1.382598803,0,0,3.914043434,3.668721743,2.715886699,4.06575936,3.546302623,-0.922082184,0.025801618
,ENSG00000113318.9,0,0,0,3.875012707,0,-0.129041744,-0.034511894,-0.172053601,-0.450761592,-0.117911727,-0.949572084,0.013490491
,ENSG00000145723.16,0,0,0,3.239762535,0,-0.098593278,-0.237711271,-0.379675505,-0.748272114,-0.191459218,-0.916961525,0.028364046
,ENSG00000177733.6,0,0,0,2.178427126,0,0.745611804,0.871405815,0.764238568,0.518092412,0.769407289,-0.925998804,0.02389525
,ENSG00000044115.20,0,9.1715911,0.552153595,32.79861385,1.677008771,-0.5574036,-0.612707944,-0.62678895,-0.846329661,-0.533774994,-0.948297014,0.014002649
,ENSG00000145819.16,0,0,0,10.13747051,0,-0.003254089,0.000100883,-0.018819115,-0.165241328,-0.028185118,-0.986084306,0.001966448
,ENSG00000113657.12,0,0,0,4.506869145,0,0.471972402,0.570812039,0.630173446,0.003126621,0.414849323,-0.940578919,0.01723199
,ENSG00000145996.11,0,0,0,1.968259124,0,0.292000682,0.302773194,0.339677643,-0.121852971,0.232891268,-0.979183844,0.003593966
,ENSG00000234745.10,0,0.372850781,0.915468444,0.339359847,0,-2.979626677,-3.172690949,-3.445556603,-3.122531349,-2.861475898,-0.979093687,0.003617291
,ENSG00000204304.11,0,0,0,1.471440801,0,0.252596719,0.081381251,0.325128375,-0.274228088,0.226363471,-0.928631562,0.022640628
,ENSG00000064999.13,0,1.360837744,0,8.300050078,0,0.330213223,0.292485938,0.432481904,0.111322379,0.356818231,-0.939077488,0.017885106
,ENSG00000124615.18,0,0,0,1.111858325,0.622722625,-0.253385365,-0.098166892,-0.246963483,-0.518156154,-0.429937824,-0.917399835,0.028141669
,ENSG00000124496.12,0,1.926215856,0.184256882,13.99922439,2.387594224,-0.88484918,-1.13150977,-0.91505369,-1.401393277,-0.991999873,-0.939246943,0.017810999
,ENSG00000124571.17,0,1.897140098,0.446824398,8.146762103,0.767728651,1.446112111,1.298767049,1.329601293,1.06914812,1.438491537,-0.946358382,0.014793163
,ENSG00000198087.7,0,3.803492442,0,10.47784224,0,2.309772783,2.024159441,2.13940582,1.86085902,2.227256439,-0.923353357,0.025177724
,ENSG00000168438.14,0,1.059532514,0,2.49929727,0,-0.015829619,-0.169841572,-0.009586554,-0.258183572,0.033121887,-0.96374655,0.008241039
,ENSG00000034693.14,0,0,0.582175385,0.329815151,0,-0.610223037,-0.440820473,-0.939831523,-0.813554262,-0.591155536,-0.938181126,0.018278765
,ENSG00000233452.6,0,0.620633496,0,0.538814212,0,-3.748018907,-5.592146794,-4.364587911,-4.837029283,-3.948638324,-0.912188482,0.030821688
,ENSG00000120438.11,0,0,0,1.282471818,0,0.693638548,0.760948427,0.775692536,0.430990722,0.78995032,-0.969061093,0.006502278
,ENSG00000112592.13,0,0,0,1.774489108,0,0.48133922,0.482979772,0.447574136,0.372756634,0.493955282,-0.936478313,0.019034216
,ENSG00000136261.14,0,0,0,2.740093342,0,-0.093271848,-0.075351723,-0.186108899,-0.567979752,-0.066917802,-0.974583161,0.004845666
,ENSG00000015676.17,0,0,0,1.187536941,0,-0.836516666,-0.957011362,-0.990235805,-1.257983758,-0.874661509,-0.927970698,0.022953499
,ENSG00000106683.14,0,0,0,5.480144075,0,-1.335070401,-1.373247115,-1.480539874,-1.887501601,-1.245157927,-0.941832179,0.01669291
,ENSG00000106665.15,0,0,1.300773786,2.893954743,0,-1.756525997,-1.717805288,-1.773401772,-2.127959107,-1.736748272,-0.931558547,0.021271748
,ENSG00000265479.6,0,0,0.915468444,0.996041084,0,0.9359316,0.839176426,0.141869224,0.05230035,0.983207517,-0.993330878,0.000653133
,ENSG00000077063.10,0,1.895753233,0,4.07295626,0,7.562744621,7.180141236,7.259621887,6.863630864,7.537533212,-0.91023938,0.031843967
,ENSG00000174697.4,0,0.34830103,0,0,0,1.578303413,-2.23500359,1.389749293,1.065719366,0.954093605,-0.987416102,0.001691357
,ENSG00000064419.13,0,0,0,5.05874871,0,0.512586759,0.606302201,0.564813463,0.26650823,0.497859309,-0.945207194,0.015269232
,ENSG00000106459.14,0,0,0,7.387164254,0.898352074,0.302622454,0.230002032,0.199972749,-0.006575892,0.293564163,-0.911812902,0.031017842
,ENSG00000131558.14,0,1.177019958,0,3.895947781,0.82464645,-1.232347179,-1.160092743,-1.028210399,-1.679764008,-1.281558568,-0.916112525,0.028796383
,ENSG00000122779.17,0,0,0,8.056229215,0,3.635319793,3.37184009,3.349580487,2.860848092,3.567488592,-0.914188508,0.029783896
,ENSG00000090266.12,0,0.446257491,0.88654049,0,0.750668148,0.54841856,0.447043813,0.387416168,0.631241071,0.426270808,-0.935811106,0.019332917
,ENSG00000104765.15,0,3.869970965,0,5.087489068,0,-2.20022086,-2.668452418,-2.053511201,-2.633636119,-2.297000893,-0.924102995,0.024812116
,ENSG00000129696.12,0,0,0,0.697930832,0.644401934,0.061977725,0.06722388,-0.021134371,-0.223891776,-0.101232057,-0.906944521,0.03359619
,ENSG00000129691.15,0,0.698605278,0,1.267735439,0,0.084859596,0.040604994,0.196457631,-0.15180804,0.146296103,-0.936051529,0.019225109
,ENSG00000104738.16,0,0.36301602,0,5.168121118,0,1.326182875,1.481658564,1.427391357,0.995524922,1.341262218,-0.921160451,0.026257075
,ENSG00000137574.10,0,0,0,4.286779979,0,1.148764846,0.996029149,1.031476416,0.610790393,1.128824613,-0.955648879,0.011137309
,ENSG00000175895.3,0,0,0,3.365227576,0,-0.322057513,-0.485074083,-0.331662263,-0.781974815,-0.399563012,-0.938718377,0.018042484
,ENSG00000104341.16,0,0,0,1.376788555,0,2.035200131,1.998643719,2.015854978,1.445764327,1.881264325,-0.970178677,0.006154205
,ENSG00000064313.11,0,0.364588371,0,8.434801094,0,-0.57144326,-0.547470268,-0.554216567,-0.837484618,-0.468973984,-0.961177874,0.00912867
,ENSG00000178764.7,0,1.267073272,0,7.432929335,0.121362134,-0.326116357,-1.028514528,-0.344407176,-1.546568875,-0.64128632,-0.907782501,0.033147701
,ENSG00000066827.15,0,5.835344623,0,13.53315311,5.095792101,-0.801356718,-0.886233805,-0.703871914,-1.279518436,-1.123247205,-0.902043113,0.036257671
,ENSG00000104522.15,0,0,1.394557078,0,0,0.146705991,0.216105072,-0.15558348,0.122648794,0.243774646,-0.950565141,0.013095948
,ENSG00000173068.17,0,10.95153402,0,21.2668134,7.65727608,-0.809469822,-1.042284996,-0.404595779,-1.320289918,-0.869357006,-0.900323681,0.037206571
,ENSG00000137124.7,0,1.652308924,0,3.189585478,0,1.035668446,0.882857867,1.071154599,0.706673154,1.148713631,-0.972420015,0.005475453
,ENSG00000119139.18,0,0,0,5.30689789,0,2.998717972,2.876426005,2.957438607,2.520365012,3.141724519,-0.910384722,0.031767369
,ENSG00000083223.17,0,1.087548436,0,1.762783134,0,-0.751759539,-1.149573327,-0.912126013,-1.199025309,-0.739595293,-0.927939495,0.022968306
,ENSG00000196305.17,0,0,0,4.870441435,0,0.358564675,0.304618943,0.342655255,-0.020530583,0.307482207,-0.989306476,0.001325309
,ENSG00000136824.18,0,0,0,5.118646568,0,-0.170072862,-0.239363602,-0.200184826,-0.543047691,-0.222598599,-0.985313058,0.002131925
,ENSG00000095203.14,0,2.41809544,0.446824398,6.814775057,0.898352074,6.492507975,6.436993897,6.469521586,6.164122084,6.404430533,-0.960012773,0.009540993
,ENSG00000119397.16,0,1.49914738,0,1.809955958,0,-0.307145771,-1.040951325,-0.606904756,-0.942381901,-0.25521112,-0.903328113,0.035553652
,ENSG00000136848.16,0,2.628200482,0,19.78582014,0,-0.909399996,-1.090118651,-0.982893837,-1.235807342,-0.959486603,-0.915254125,0.029235639
,ENSG00000165209.18,0,1.883733766,0,19.30887096,0.503074499,3.100637792,2.979728743,3.092289595,2.775954446,3.083866967,-0.962718142,0.008592835
,ENSG00000181090.20,0,0.792243707,0,2.252265845,0,0.906788637,0.677998362,0.794715953,0.486514045,0.944559474,-0.94238035,0.016458876
,ENSG00000057608.16,0,0,0,0.444781293,0,-0.046211547,-0.112982898,-0.203180685,-0.699054733,-0.059705142,-0.974061012,0.004995355
,ENSG00000152455.15,0,0,0,3.081284579,0,1.020035323,0.871860997,0.831245916,0.322771593,0.991161022,-0.960007345,0.009542928
,ENSG00000136758.18,0,0,0,0.538814212,0,-0.39664088,-0.405670739,-0.46991661,-0.789054098,-0.403426733,-0.984350985,0.002344457
,ENSG00000120539.14,0,0,0,2.443439887,0,0.717582588,0.628458453,0.676134701,0.4688605,0.627110084,-0.917442722,0.028119941
,ENSG00000108094.14,0,0,0,4.335945018,0,-0.437301633,-0.524340177,-0.458562073,-0.738260497,-0.537821819,-0.93410411,0.020103951
,ENSG00000224812.2,0,0.600875821,0,1.328749302,0,-1.949209346,-2.810815446,-1.187676381,-4.268328389,-1.938463769,-0.96482996,0.007875691
,ENSG00000266524.2,0,0,0,0.538814212,0,0.553913085,0.364185788,-0.216959222,-1.165829027,0.234442279,-0.910651184,0.031627091
,ENSG00000107625.12,0,0,0,3.315773151,0,-0.186071088,-0.341285924,-0.292970504,-0.622418139,-0.157621245,-0.913451782,0.030164847
,ENSG00000026103.21,0,0,0,1.194406796,0,-1.730370991,-1.735874752,-1.771963783,-2.131630487,-1.700203334,-0.98985284,0.001225148
,ENSG00000152782.16,0,3.267230736,0,6.168801076,0,1.812500999,1.22071201,1.511974555,1.086247279,1.572114244,-0.903239172,0.035602238
,ENSG00000148680.15,0,1.223109581,0,6.749588587,0.785109599,5.344269302,5.100311,5.078460849,3.982874951,5.209566172,-0.977296945,0.004092379
,ENSG00000138160.5,0,0,0,6.0948498,0,0.111529274,-0.059238369,0.03239839,-0.360424607,0.165833196,-0.912414954,0.030703602
,ENSG00000095587.8,0,1.815145505,0,9.471483285,0,2.675602935,2.521972854,2.590086469,2.263581916,2.551962752,-0.955827132,0.011070533
,ENSG00000166167.17,0,0,0,8.322750585,1.695557793,0.360296865,0.185533518,0.309716857,-0.177292871,0.227399052,-0.950717589,0.01303572
,ENSG00000107829.13,0,0.31978079,0,3.67490755,0,-0.718994781,-0.672516899,-0.713842138,-0.860890915,-0.699543099,-0.946645577,0.014675162
,ENSG00000077150.18,0,1.608615618,0,4.256929673,0,0.369568205,0.140807484,0.161210967,-0.232665257,0.297818914,-0.940655623,0.017198836
,ENSG00000138107.12,0,1.009162808,1.791104711,6.859515736,0,-0.944141977,-0.95322204,-0.925099577,-1.173374761,-0.868809933,-0.951878563,0.012580035
,ENSG00000148798.10,0,0.321076998,0,6.944571807,0,0.298169782,0.313001598,0.188039214,-0.048564357,0.248895686,-0.933318234,0.020462195
,ENSG00000119953.12,0,0,0,2.554548855,0,0.362963905,0.308708301,0.261421188,-0.079749837,0.428487535,-0.949228744,0.013627787
,ENSG00000148737.16,0,6.9724385,0,11.22673054,0.898352074,1.339786558,0.92281754,1.079056713,0.675842268,1.317594853,-0.915739374,0.028987067
,ENSG00000066468.22,0,3.076645006,0,6.759545133,0,9.614083408,9.236252092,9.660831299,9.210771918,9.630191368,-0.914464542,0.029641563
,ENSG00000167325.14,0,0,0,6.471039601,0,-0.402272025,-0.551367118,-0.334495921,-0.829098121,-0.471868372,-0.907426531,0.033337981
,ENSG00000110148.9,0,0,0.820520462,1.615721631,0,8.622880369,8.042369711,7.640349151,7.202696643,8.653538847,-0.914175338,0.029790692
,ENSG00000148925.10,0,1.774031791,0,10.02886401,1.482304514,-0.48013797,-0.454182061,-0.49051218,-0.758261741,-0.591238195,-0.911147955,0.0313661
,ENSG00000179119.14,0,0,0,0.625565182,0,-0.929840278,-1.002657491,-0.977676214,-1.300591819,-0.963804957,-0.984675965,0.002271919
,ENSG00000110048.11,0,2.308336569,0.958223568,7.632783081,0,-0.423555595,-0.405224414,-0.45223698,-0.771917232,-0.326250919,-0.944721457,0.015471575
,ENSG00000173898.12,0,1.289279009,1.754571941,14.69983276,2.090900271,6.126920904,5.826680041,5.775829211,5.219393927,6.032901881,-0.933246284,0.020495096
,ENSG00000110075.14,0,0,0.911060365,15.34297592,0.501332473,0.545303178,0.442408265,0.527530262,0.213111858,0.43341631,-0.922298905,0.025694903
,ENSG00000077514.8,0,0.972609796,0,5.010313098,0,0.260892563,0.043789067,0.106514597,-0.29564859,0.288131649,-0.94447813,0.015573263
,ENSG00000171533.11,0,1.836196348,0,6.565502579,0,0.393357385,-0.778870341,-0.304940918,-1.483608463,-0.180195886,-0.901479168,0.036568031
,ENSG00000166037.10,0,1.277914973,0,1.56305003,0,0.06747251,-0.227306976,-0.018760262,-0.160092296,0.079292324,-0.915133721,0.029297422
,ENSG00000149554.12,0,0,0,2.494913754,0,1.3148955,1.26561434,1.083485591,0.715775561,1.21033279,-0.933569686,0.020347347
,ENSG00000166105.15,0,0,0.908036003,0,0,9.728878252,9.69718531,9.104556746,9.634628387,9.664865092,-0.990803567,0.001057214
,ENSG00000111321.10,0,0,0.184913691,0,0,-5.696743354,-5.51113546,-5.965286842,-5.5963756,-5.544566287,-0.92364897,0.025033344
,ENSG00000166532.15,0,0.606186567,0,2.621452414,0,2.165418698,2.174025454,2.180023663,2.038188361,2.140504336,-0.91975951,0.026954221
,ENSG00000079387.13,0,0.506654452,0,1.778486737,0,-0.337219152,-0.497509304,-0.291800534,-0.699607855,-0.34778806,-0.976502731,0.004308472
,ENSG00000161800.12,0,0,0,0.867630245,0,-1.200574617,-1.309669172,-1.247643402,-1.496129414,-1.310184477,-0.912202912,0.03081416
,ENSG00000135423.12,0,1.199663189,0,0.480441498,0,5.067787313,4.176306475,5.030493119,4.6809072,5.086818888,-0.998212521,9.07E-05
,ENSG00000076108.11,0,1.399216679,0,11.07371695,0,0.167386526,-0.082039461,0.257707544,-0.332018444,0.108707897,-0.901263073,0.03668718
,ENSG00000111605.16,0,0,0,10.92628639,0,0.844425864,0.785469561,0.731660114,0.560428622,0.789537711,-0.930897463,0.021578501
,ENSG00000139445.17,0,0.364588371,0,0,0,7.702425894,5.547272879,6.858743147,7.415172771,7.247834282,-0.932291727,0.020933209
,ENSG00000089234.15,0,0,0,4.757417365,0,-0.149996366,-0.107416013,-0.273882447,-0.59934646,-0.063706576,-0.931915935,0.021106508
,ENSG00000089116.3,0,0.559239319,0,7.390397758,0,8.651654535,7.850706382,8.168959531,6.503429091,7.908616303,-0.931740689,0.021187482
,ENSG00000122965.10,0,0,0.582175385,0.445969273,0,0.88270904,0.638158904,0.255590521,0.313764527,0.921950325,-0.932111488,0.02101627
,ENSG00000135097.6,0,0.533731161,0,9.376779982,0,11.22659843,10.69596577,10.67867987,9.666422162,10.87800277,-0.933658868,0.020306665
,ENSG00000196498.13,0,0.820482203,2.793128283,10.43410232,0,-0.894666961,-0.807696314,-0.890445779,-1.039029573,-0.841774498,-0.912197651,0.030816905
,ENSG00000132938.19,0,0,0.895596979,0.633178575,0.767728651,1.546298546,1.451360099,0.911152409,1.072221439,1.000073286,-0.992773702,0.000736608
,ENSG00000083642.18,0,5.64026153,0,11.97893177,1.83369228,0.084512885,-0.254972686,-0.045328573,-0.401068852,-0.091283471,-0.952020057,0.012524861
,ENSG00000083544.13,0,0.466434435,0,0.625565182,0,-0.413497761,-0.891803656,-0.659407611,-1.08331361,-0.554017121,-0.942014525,0.016614941
,ENSG00000065150.18,0,0,0,14.12125382,1.873574291,0.465807763,0.503841186,0.550298723,0.190010394,0.425984236,-0.969323074,0.006420119
