time,mutation,DESeq
p25,0.0,0.723808253965398
p35,0.7571261877612461,0.5234373035501731
p45,0.1621232363183391,0.6054290853944642
p55,4.950725664266437,0.23596040641176483
p65,0.2626111376228374,0.67463438032872
